component,baseline_iq,group_size,sampling,reported_iq,empirical_probability,exact_probability
working_memory,100,15,with_replacement,40,0.0,0.0
working_memory,100,15,with_replacement,41,0.0,0.0
working_memory,100,15,with_replacement,42,0.0,0.0
working_memory,100,15,with_replacement,43,0.0,0.0
working_memory,100,15,with_replacement,44,0.0,0.0
working_memory,100,15,with_replacement,45,0.0,0.0
working_memory,100,15,with_replacement,46,0.0,0.0
working_memory,100,15,with_replacement,47,0.0,0.0
working_memory,100,15,with_replacement,48,0.0,0.0
working_memory,100,15,with_replacement,49,0.0,0.0
working_memory,100,15,with_replacement,50,0.0,0.0
working_memory,100,15,with_replacement,51,0.0,0.0
working_memory,100,15,with_replacement,52,0.0,0.0
working_memory,100,15,with_replacement,53,0.0,0.0
working_memory,100,15,with_replacement,54,0.0,0.0
working_memory,100,15,with_replacement,55,0.0,0.0
working_memory,100,15,with_replacement,56,0.0,0.0
working_memory,100,15,with_replacement,57,0.0,0.0
working_memory,100,15,with_replacement,58,0.0,0.0
working_memory,100,15,with_replacement,59,0.0,0.0
working_memory,100,15,with_replacement,60,0.0,0.0
working_memory,100,15,with_replacement,61,0.0,0.0
working_memory,100,15,with_replacement,62,0.0,0.0
working_memory,100,15,with_replacement,63,0.0,0.0
working_memory,100,15,with_replacement,64,0.0,0.0
working_memory,100,15,with_replacement,65,0.0,0.0
working_memory,100,15,with_replacement,66,0.0,0.0
working_memory,100,15,with_replacement,67,0.0,0.0
working_memory,100,15,with_replacement,68,0.0,0.0
working_memory,100,15,with_replacement,69,0.0,0.0
working_memory,100,15,with_replacement,70,8e-06,3.869085989074413e-06
working_memory,100,15,with_replacement,71,0.0,0.0
working_memory,100,15,with_replacement,72,0.0,0.0
working_memory,100,15,with_replacement,73,0.0,0.0
working_memory,100,15,with_replacement,74,0.0,0.0
working_memory,100,15,with_replacement,75,1.9e-05,2.0406098166553578e-05
working_memory,100,15,with_replacement,76,0.0,0.0
working_memory,100,15,with_replacement,77,0.0,0.0
working_memory,100,15,with_replacement,78,0.0,0.0
working_memory,100,15,with_replacement,79,6.8e-05,6.360785239599381e-05
working_memory,100,15,with_replacement,80,0.0,0.0
working_memory,100,15,with_replacement,81,0.000224,0.00023668631839039798
working_memory,100,15,with_replacement,82,0.0,0.0
working_memory,100,15,with_replacement,83,0.000613,0.0005865364882688393
working_memory,100,15,with_replacement,84,0.0,0.0
working_memory,100,15,with_replacement,85,0.00164,0.0015890411424393683
working_memory,100,15,with_replacement,86,0.0,0.0
working_memory,100,15,with_replacement,87,0.003307,0.003258536754522994
working_memory,100,15,with_replacement,88,0.0,0.0
working_memory,100,15,with_replacement,89,0.006985,0.00702434035346091
working_memory,100,15,with_replacement,90,0.012146,0.012206019450636218
working_memory,100,15,with_replacement,91,0.022002,0.02185962515361284
working_memory,100,15,with_replacement,92,0.0,0.0
working_memory,100,15,with_replacement,93,0.032733,0.03265075533781336
working_memory,100,15,with_replacement,94,0.050045,0.04974041619303074
working_memory,100,15,with_replacement,95,0.064395,0.06437002318598192
working_memory,100,15,with_replacement,96,0.0,0.0
working_memory,100,15,with_replacement,97,0.084353,0.0845247490352776
working_memory,100,15,with_replacement,98,0.095082,0.095055476879056
working_memory,100,15,with_replacement,99,0.108581,0.10829733470144949
working_memory,100,15,with_replacement,100,0.105718,0.10566993064026903
working_memory,100,15,with_replacement,101,0.0,0.0
working_memory,100,15,with_replacement,102,0.104759,0.1046191169567834
working_memory,100,15,with_replacement,103,0.087784,0.08798907380498412
working_memory,100,15,with_replacement,104,0.075303,0.07547656075899684
working_memory,100,15,with_replacement,105,0.0,0.0
working_memory,100,15,with_replacement,106,0.054038,0.053997956922459685
working_memory,100,15,with_replacement,107,0.039449,0.03981463101899975
working_memory,100,15,with_replacement,108,0.0,0.0
working_memory,100,15,with_replacement,109,0.023451,0.02366429938884599
working_memory,100,15,with_replacement,110,0.0,0.0
working_memory,100,15,with_replacement,111,0.014849,0.014785637263326854
working_memory,100,15,with_replacement,112,0.007029,0.006992521632836668
working_memory,100,15,with_replacement,113,0.0,0.0
working_memory,100,15,with_replacement,114,0.0,0.0
working_memory,100,15,with_replacement,115,0.003525,0.003615312283441226
working_memory,100,15,with_replacement,116,0.0,0.0
working_memory,100,15,with_replacement,117,0.001243,0.00124485071605421
working_memory,100,15,with_replacement,118,0.0,0.0
working_memory,100,15,with_replacement,119,0.0,0.0
working_memory,100,15,with_replacement,120,0.000507,0.0005116822959269034
working_memory,100,15,with_replacement,121,0.0,0.0
working_memory,100,15,with_replacement,122,0.0,0.0
working_memory,100,15,with_replacement,123,0.0,0.0
working_memory,100,15,with_replacement,124,0.0,0.0
working_memory,100,15,with_replacement,125,0.000144,0.00013100228658536564
working_memory,100,15,with_replacement,126,0.0,0.0
working_memory,100,15,with_replacement,127,0.0,0.0
working_memory,100,15,with_replacement,128,0.0,0.0
working_memory,100,15,with_replacement,129,0.0,0.0
working_memory,100,15,with_replacement,130,0.0,0.0
working_memory,100,15,with_replacement,131,0.0,0.0
working_memory,100,15,with_replacement,132,0.0,0.0
working_memory,100,15,with_replacement,133,0.0,0.0
working_memory,100,15,with_replacement,134,0.0,0.0
working_memory,100,15,with_replacement,135,0.0,0.0
working_memory,100,15,with_replacement,136,0.0,0.0
working_memory,100,15,with_replacement,137,0.0,0.0
working_memory,100,15,with_replacement,138,0.0,0.0
working_memory,100,15,with_replacement,139,0.0,0.0
working_memory,100,15,with_replacement,140,0.0,0.0
working_memory,100,15,with_replacement,141,0.0,0.0
working_memory,100,15,with_replacement,142,0.0,0.0
working_memory,100,15,with_replacement,143,0.0,0.0
working_memory,100,15,with_replacement,144,0.0,0.0
working_memory,100,15,with_replacement,145,0.0,0.0
working_memory,100,15,with_replacement,146,0.0,0.0
working_memory,100,15,with_replacement,147,0.0,0.0
working_memory,100,15,with_replacement,148,0.0,0.0
working_memory,100,15,with_replacement,149,0.0,0.0
working_memory,100,15,with_replacement,150,0.0,0.0
working_memory,100,15,with_replacement,151,0.0,0.0
working_memory,100,15,with_replacement,152,0.0,0.0
working_memory,100,15,with_replacement,153,0.0,0.0
working_memory,100,15,with_replacement,154,0.0,0.0
working_memory,100,15,with_replacement,155,0.0,0.0
working_memory,100,15,with_replacement,156,0.0,0.0
working_memory,100,15,with_replacement,157,0.0,0.0
working_memory,100,15,with_replacement,158,0.0,0.0
working_memory,100,15,with_replacement,159,0.0,0.0
working_memory,100,15,with_replacement,160,0.0,0.0
working_memory,100,15,without_replacement,40,0.0,0.0
working_memory,100,15,without_replacement,41,0.0,0.0
working_memory,100,15,without_replacement,42,0.0,0.0
working_memory,100,15,without_replacement,43,0.0,0.0
working_memory,100,15,without_replacement,44,0.0,0.0
working_memory,100,15,without_replacement,45,0.0,0.0
working_memory,100,15,without_replacement,46,0.0,0.0
working_memory,100,15,without_replacement,47,0.0,0.0
working_memory,100,15,without_replacement,48,0.0,0.0
working_memory,100,15,without_replacement,49,0.0,0.0
working_memory,100,15,without_replacement,50,0.0,0.0
working_memory,100,15,without_replacement,51,0.0,0.0
working_memory,100,15,without_replacement,52,0.0,0.0
working_memory,100,15,without_replacement,53,0.0,0.0
working_memory,100,15,without_replacement,54,0.0,0.0
working_memory,100,15,without_replacement,55,0.0,0.0
working_memory,100,15,without_replacement,56,0.0,0.0
working_memory,100,15,without_replacement,57,0.0,0.0
working_memory,100,15,without_replacement,58,0.0,0.0
working_memory,100,15,without_replacement,59,0.0,0.0
working_memory,100,15,without_replacement,60,0.0,0.0
working_memory,100,15,without_replacement,61,0.0,0.0
working_memory,100,15,without_replacement,62,0.0,0.0
working_memory,100,15,without_replacement,63,0.0,0.0
working_memory,100,15,without_replacement,64,0.0,0.0
working_memory,100,15,without_replacement,65,0.0,0.0
working_memory,100,15,without_replacement,66,0.0,0.0
working_memory,100,15,without_replacement,67,0.0,0.0
working_memory,100,15,without_replacement,68,0.0,0.0
working_memory,100,15,without_replacement,69,0.0,0.0
working_memory,100,15,without_replacement,70,0.0,4.824413855839592e-07
working_memory,100,15,without_replacement,71,0.0,0.0
working_memory,100,15,without_replacement,72,0.0,0.0
working_memory,100,15,without_replacement,73,0.0,0.0
working_memory,100,15,without_replacement,74,0.0,0.0
working_memory,100,15,without_replacement,75,3e-06,3.193871505181732e-06
working_memory,100,15,without_replacement,76,0.0,0.0
working_memory,100,15,without_replacement,77,0.0,0.0
working_memory,100,15,without_replacement,78,0.0,0.0
working_memory,100,15,without_replacement,79,1.3e-05,1.4763005124185304e-05
working_memory,100,15,without_replacement,80,0.0,0.0
working_memory,100,15,without_replacement,81,7.2e-05,6.364542010809065e-05
working_memory,100,15,without_replacement,82,0.0,0.0
working_memory,100,15,without_replacement,83,0.000224,0.00021257890947941615
working_memory,100,15,without_replacement,84,0.0,0.0
working_memory,100,15,without_replacement,85,0.000642,0.0006572866985199442
working_memory,100,15,without_replacement,86,0.0,0.0
working_memory,100,15,without_replacement,87,0.001738,0.0017023138137084069
working_memory,100,15,without_replacement,88,0.0,0.0
working_memory,100,15,without_replacement,89,0.004123,0.004089145549953218
working_memory,100,15,without_replacement,90,0.008343,0.00852849196160645
working_memory,100,15,without_replacement,91,0.016349,0.016550437357153485
working_memory,100,15,without_replacement,92,0.0,0.0
working_memory,100,15,without_replacement,93,0.028535,0.028412968990978386
working_memory,100,15,without_replacement,94,0.045521,0.04551335575730568
working_memory,100,15,without_replacement,95,0.065053,0.06512973362117404
working_memory,100,15,without_replacement,96,0.0,0.0
working_memory,100,15,without_replacement,97,0.087164,0.08714343608367003
working_memory,100,15,without_replacement,98,0.10428,0.1045869181214514
working_memory,100,15,without_replacement,99,0.117046,0.11752264583415353
working_memory,100,15,without_replacement,100,0.118902,0.11839376838388348
working_memory,100,15,without_replacement,101,0.0,0.0
working_memory,100,15,without_replacement,102,0.112521,0.11175536887467129
working_memory,100,15,without_replacement,103,0.094009,0.09407799034505634
working_memory,100,15,without_replacement,104,0.073867,0.07423818980016916
working_memory,100,15,without_replacement,105,0.0,0.0
working_memory,100,15,without_replacement,106,0.051282,0.051648540368981095
working_memory,100,15,without_replacement,107,0.033715,0.03370516729622755
working_memory,100,15,without_replacement,108,0.0,0.0
working_memory,100,15,without_replacement,109,0.019414,0.01897842870702366
working_memory,100,15,without_replacement,110,0.0,0.0
working_memory,100,15,without_replacement,111,0.010161,0.010047081638858913
working_memory,100,15,without_replacement,112,0.004479,0.0044037443769496115
working_memory,100,15,without_replacement,113,0.0,0.0
working_memory,100,15,without_replacement,114,0.0,0.0
working_memory,100,15,without_replacement,115,0.001797,0.0018296711464577157
working_memory,100,15,without_replacement,116,0.0,0.0
working_memory,100,15,without_replacement,117,0.000548,0.0005756887945823005
working_memory,100,15,without_replacement,118,0.0,0.0
working_memory,100,15,without_replacement,119,0.0,0.0
working_memory,100,15,without_replacement,120,0.000166,0.0001767786429784701
working_memory,100,15,without_replacement,121,0.0,0.0
working_memory,100,15,without_replacement,122,0.0,0.0
working_memory,100,15,without_replacement,123,0.0,0.0
working_memory,100,15,without_replacement,124,0.0,0.0
working_memory,100,15,without_replacement,125,3.3e-05,3.818418688334954e-05
working_memory,100,15,without_replacement,126,0.0,0.0
working_memory,100,15,without_replacement,127,0.0,0.0
working_memory,100,15,without_replacement,128,0.0,0.0
working_memory,100,15,without_replacement,129,0.0,0.0
working_memory,100,15,without_replacement,130,0.0,0.0
working_memory,100,15,without_replacement,131,0.0,0.0
working_memory,100,15,without_replacement,132,0.0,0.0
working_memory,100,15,without_replacement,133,0.0,0.0
working_memory,100,15,without_replacement,134,0.0,0.0
working_memory,100,15,without_replacement,135,0.0,0.0
working_memory,100,15,without_replacement,136,0.0,0.0
working_memory,100,15,without_replacement,137,0.0,0.0
working_memory,100,15,without_replacement,138,0.0,0.0
working_memory,100,15,without_replacement,139,0.0,0.0
working_memory,100,15,without_replacement,140,0.0,0.0
working_memory,100,15,without_replacement,141,0.0,0.0
working_memory,100,15,without_replacement,142,0.0,0.0
working_memory,100,15,without_replacement,143,0.0,0.0
working_memory,100,15,without_replacement,144,0.0,0.0
working_memory,100,15,without_replacement,145,0.0,0.0
working_memory,100,15,without_replacement,146,0.0,0.0
working_memory,100,15,without_replacement,147,0.0,0.0
working_memory,100,15,without_replacement,148,0.0,0.0
working_memory,100,15,without_replacement,149,0.0,0.0
working_memory,100,15,without_replacement,150,0.0,0.0
working_memory,100,15,without_replacement,151,0.0,0.0
working_memory,100,15,without_replacement,152,0.0,0.0
working_memory,100,15,without_replacement,153,0.0,0.0
working_memory,100,15,without_replacement,154,0.0,0.0
working_memory,100,15,without_replacement,155,0.0,0.0
working_memory,100,15,without_replacement,156,0.0,0.0
working_memory,100,15,without_replacement,157,0.0,0.0
working_memory,100,15,without_replacement,158,0.0,0.0
working_memory,100,15,without_replacement,159,0.0,0.0
working_memory,100,15,without_replacement,160,0.0,0.0
working_memory,100,20,with_replacement,40,0.0,0.0
working_memory,100,20,with_replacement,41,0.0,0.0
working_memory,100,20,with_replacement,42,0.0,0.0
working_memory,100,20,with_replacement,43,0.0,0.0
working_memory,100,20,with_replacement,44,0.0,0.0
working_memory,100,20,with_replacement,45,0.0,0.0
working_memory,100,20,with_replacement,46,0.0,0.0
working_memory,100,20,with_replacement,47,0.0,0.0
working_memory,100,20,with_replacement,48,0.0,0.0
working_memory,100,20,with_replacement,49,0.0,0.0
working_memory,100,20,with_replacement,50,0.0,0.0
working_memory,100,20,with_replacement,51,0.0,0.0
working_memory,100,20,with_replacement,52,0.0,0.0
working_memory,100,20,with_replacement,53,0.0,0.0
working_memory,100,20,with_replacement,54,0.0,0.0
working_memory,100,20,with_replacement,55,0.0,0.0
working_memory,100,20,with_replacement,56,0.0,0.0
working_memory,100,20,with_replacement,57,0.0,0.0
working_memory,100,20,with_replacement,58,0.0,0.0
working_memory,100,20,with_replacement,59,0.0,0.0
working_memory,100,20,with_replacement,60,0.0,0.0
working_memory,100,20,with_replacement,61,0.0,0.0
working_memory,100,20,with_replacement,62,0.0,0.0
working_memory,100,20,with_replacement,63,0.0,0.0
working_memory,100,20,with_replacement,64,0.0,0.0
working_memory,100,20,with_replacement,65,0.0,0.0
working_memory,100,20,with_replacement,66,0.0,0.0
working_memory,100,20,with_replacement,67,0.0,0.0
working_memory,100,20,with_replacement,68,0.0,0.0
working_memory,100,20,with_replacement,69,0.0,4.445374985207079e-08
working_memory,100,20,with_replacement,70,0.0,0.0
working_memory,100,20,with_replacement,71,0.0,0.0
working_memory,100,20,with_replacement,72,0.0,0.0
working_memory,100,20,with_replacement,73,0.0,2.727903311234825e-07
working_memory,100,20,with_replacement,74,0.0,0.0
working_memory,100,20,with_replacement,75,0.0,0.0
working_memory,100,20,with_replacement,76,1e-06,1.0890030176163479e-06
working_memory,100,20,with_replacement,77,0.0,0.0
working_memory,100,20,with_replacement,78,0.0,0.0
working_memory,100,20,with_replacement,79,3e-06,4.622068731138198e-06
working_memory,100,20,with_replacement,80,0.0,0.0
working_memory,100,20,with_replacement,81,1.4e-05,1.4484971718799381e-05
working_memory,100,20,with_replacement,82,5.5e-05,4.57168991104055e-05
working_memory,100,20,with_replacement,83,0.0,0.0
working_memory,100,20,with_replacement,84,0.000115,0.00011851010582316138
working_memory,100,20,with_replacement,85,0.000302,0.00030310562398912114
working_memory,100,20,with_replacement,86,0.0,0.0
working_memory,100,20,with_replacement,87,0.000723,0.0006704152103109823
working_memory,100,20,with_replacement,88,0.001483,0.0014501427640453597
working_memory,100,20,with_replacement,89,0.002799,0.002791507332583357
working_memory,100,20,with_replacement,90,0.005221,0.0052338221190496165
working_memory,100,20,with_replacement,91,0.008793,0.00888446493032018
working_memory,100,20,with_replacement,92,0.014694,0.014661047060890862
working_memory,100,20,with_replacement,93,0.022297,0.022139165039901106
working_memory,100,20,with_replacement,94,0.032029,0.032470583190830536
working_memory,100,20,with_replacement,95,0.043948,0.04386320801611848
working_memory,100,20,with_replacement,96,0.057792,0.05752666749342454
working_memory,100,20,with_replacement,97,0.069797,0.06973435061526528
working_memory,100,20,with_replacement,98,0.082045,0.0820572863040722
working_memory,100,20,with_replacement,99,0.08908,0.08934713672580853
working_memory,100,20,with_replacement,100,0.093888,0.09443586724262346
working_memory,100,20,with_replacement,101,0.092678,0.0922575732323881
working_memory,100,20,with_replacement,102,0.08754,0.08750353586950715
working_memory,100,20,with_replacement,103,0.076421,0.0764417515645904
working_memory,100,20,with_replacement,104,0.064631,0.06485870277643052
working_memory,100,20,with_replacement,105,0.05058,0.05035799451654639
working_memory,100,20,with_replacement,106,0.038075,0.03800930997670603
working_memory,100,20,with_replacement,107,0.026134,0.025974289610987453
working_memory,100,20,with_replacement,108,0.017127,0.01728819067713476
working_memory,100,20,with_replacement,109,0.010397,0.010240390578239049
working_memory,100,20,with_replacement,110,0.0,0.0
working_memory,100,20,with_replacement,111,0.005865,0.005931991709355041
working_memory,100,20,with_replacement,112,0.003011,0.002971637328371084
working_memory,100,20,with_replacement,113,0.001498,0.0014687607658538937
working_memory,100,20,with_replacement,114,0.0,0.0
working_memory,100,20,with_replacement,115,0.000638,0.0005962464792365256
working_memory,100,20,with_replacement,116,0.0,0.0
working_memory,100,20,with_replacement,117,0.000227,0.00024376898758952034
working_memory,100,20,with_replacement,118,0.0,0.0
working_memory,100,20,with_replacement,119,0.0,0.0
working_memory,100,20,with_replacement,120,7.1e-05,7.35876638771939e-05
working_memory,100,20,with_replacement,121,0.0,0.0
working_memory,100,20,with_replacement,122,0.0,0.0
working_memory,100,20,with_replacement,123,2.6e-05,2.3617764302196406e-05
working_memory,100,20,with_replacement,124,0.0,0.0
working_memory,100,20,with_replacement,125,0.0,0.0
working_memory,100,20,with_replacement,126,0.0,0.0
working_memory,100,20,with_replacement,127,2e-06,5.140537168921488e-06
working_memory,100,20,with_replacement,128,0.0,0.0
working_memory,100,20,with_replacement,129,0.0,0.0
working_memory,100,20,with_replacement,130,0.0,0.0
working_memory,100,20,with_replacement,131,0.0,0.0
working_memory,100,20,with_replacement,132,0.0,0.0
working_memory,100,20,with_replacement,133,0.0,0.0
working_memory,100,20,with_replacement,134,0.0,0.0
working_memory,100,20,with_replacement,135,0.0,0.0
working_memory,100,20,with_replacement,136,0.0,0.0
working_memory,100,20,with_replacement,137,0.0,0.0
working_memory,100,20,with_replacement,138,0.0,0.0
working_memory,100,20,with_replacement,139,0.0,0.0
working_memory,100,20,with_replacement,140,0.0,0.0
working_memory,100,20,with_replacement,141,0.0,0.0
working_memory,100,20,with_replacement,142,0.0,0.0
working_memory,100,20,with_replacement,143,0.0,0.0
working_memory,100,20,with_replacement,144,0.0,0.0
working_memory,100,20,with_replacement,145,0.0,0.0
working_memory,100,20,with_replacement,146,0.0,0.0
working_memory,100,20,with_replacement,147,0.0,0.0
working_memory,100,20,with_replacement,148,0.0,0.0
working_memory,100,20,with_replacement,149,0.0,0.0
working_memory,100,20,with_replacement,150,0.0,0.0
working_memory,100,20,with_replacement,151,0.0,0.0
working_memory,100,20,with_replacement,152,0.0,0.0
working_memory,100,20,with_replacement,153,0.0,0.0
working_memory,100,20,with_replacement,154,0.0,0.0
working_memory,100,20,with_replacement,155,0.0,0.0
working_memory,100,20,with_replacement,156,0.0,0.0
working_memory,100,20,with_replacement,157,0.0,0.0
working_memory,100,20,with_replacement,158,0.0,0.0
working_memory,100,20,with_replacement,159,0.0,0.0
working_memory,100,20,with_replacement,160,0.0,0.0
working_memory,100,20,without_replacement,40,0.0,0.0
working_memory,100,20,without_replacement,41,0.0,0.0
working_memory,100,20,without_replacement,42,0.0,0.0
working_memory,100,20,without_replacement,43,0.0,0.0
working_memory,100,20,without_replacement,44,0.0,0.0
working_memory,100,20,without_replacement,45,0.0,0.0
working_memory,100,20,without_replacement,46,0.0,0.0
working_memory,100,20,without_replacement,47,0.0,0.0
working_memory,100,20,without_replacement,48,0.0,0.0
working_memory,100,20,without_replacement,49,0.0,0.0
working_memory,100,20,without_replacement,50,0.0,0.0
working_memory,100,20,without_replacement,51,0.0,0.0
working_memory,100,20,without_replacement,52,0.0,0.0
working_memory,100,20,without_replacement,53,0.0,0.0
working_memory,100,20,without_replacement,54,0.0,0.0
working_memory,100,20,without_replacement,55,0.0,0.0
working_memory,100,20,without_replacement,56,0.0,0.0
working_memory,100,20,without_replacement,57,0.0,0.0
working_memory,100,20,without_replacement,58,0.0,0.0
working_memory,100,20,without_replacement,59,0.0,0.0
working_memory,100,20,without_replacement,60,0.0,0.0
working_memory,100,20,without_replacement,61,0.0,0.0
working_memory,100,20,without_replacement,62,0.0,0.0
working_memory,100,20,without_replacement,63,0.0,0.0
working_memory,100,20,without_replacement,64,0.0,0.0
working_memory,100,20,without_replacement,65,0.0,0.0
working_memory,100,20,without_replacement,66,0.0,0.0
working_memory,100,20,without_replacement,67,0.0,0.0
working_memory,100,20,without_replacement,68,0.0,0.0
working_memory,100,20,without_replacement,69,0.0,5.3990645500762e-10
working_memory,100,20,without_replacement,70,0.0,0.0
working_memory,100,20,without_replacement,71,0.0,0.0
working_memory,100,20,without_replacement,72,0.0,0.0
working_memory,100,20,without_replacement,73,0.0,5.027404296073915e-09
working_memory,100,20,without_replacement,74,0.0,0.0
working_memory,100,20,without_replacement,75,0.0,0.0
working_memory,100,20,without_replacement,76,0.0,3.567219095994832e-08
working_memory,100,20,without_replacement,77,0.0,0.0
working_memory,100,20,without_replacement,78,0.0,0.0
working_memory,100,20,without_replacement,79,0.0,2.0894959279083393e-07
working_memory,100,20,without_replacement,80,0.0,0.0
working_memory,100,20,without_replacement,81,2e-06,1.0173408176642732e-06
working_memory,100,20,without_replacement,82,2e-06,4.30626670998242e-06
working_memory,100,20,without_replacement,83,0.0,0.0
working_memory,100,20,without_replacement,84,1.7e-05,1.5958485860315293e-05
working_memory,100,20,without_replacement,85,5.5e-05,5.280921208515688e-05
working_memory,100,20,without_replacement,86,0.0,0.0
working_memory,100,20,without_replacement,87,0.000156,0.00015687212159896135
working_memory,100,20,without_replacement,88,0.000419,0.00042276522218887827
working_memory,100,20,without_replacement,89,0.001035,0.0010375193502508932
working_memory,100,20,without_replacement,90,0.002352,0.002333545322897183
working_memory,100,20,without_replacement,91,0.004857,0.004822533679192618
working_memory,100,20,without_replacement,92,0.009256,0.00919557508501074
working_memory,100,20,without_replacement,93,0.016243,0.01620487349708065
working_memory,100,20,without_replacement,94,0.026358,0.02646649217394816
working_memory,100,20,without_replacement,95,0.040076,0.04009776865183726
working_memory,100,20,without_replacement,96,0.0566,0.05646173834150213
working_memory,100,20,without_replacement,97,0.073914,0.07390756941403667
working_memory,100,20,without_replacement,98,0.090687,0.0900516636218103
working_memory,100,20,without_replacement,99,0.101464,0.10208255460332324
working_memory,100,20,without_replacement,100,0.107354,0.1077551706572506
working_memory,100,20,without_replacement,101,0.105838,0.10577873348139276
working_memory,100,20,without_replacement,102,0.096274,0.09661809003886343
working_memory,100,20,without_replacement,103,0.081962,0.0819277119435137
working_memory,100,20,without_replacement,104,0.064594,0.06451391000719073
working_memory,100,20,without_replacement,105,0.047322,0.04700297211207992
working_memory,100,20,without_replacement,106,0.03173,0.03169412953556429
working_memory,100,20,without_replacement,107,0.019674,0.01966337652923189
working_memory,100,20,without_replacement,108,0.011196,0.01123186513932968
working_memory,100,20,without_replacement,109,0.005829,0.005850106025083072
working_memory,100,20,without_replacement,110,0.0,0.0
working_memory,100,20,without_replacement,111,0.002822,0.0027836323768674065
working_memory,100,20,without_replacement,112,0.001242,0.0011897592620300833
working_memory,100,20,without_replacement,113,0.000453,0.0004592099261293606
working_memory,100,20,without_replacement,114,0.0,0.0
working_memory,100,20,without_replacement,115,0.000148,0.00015489987476485534
working_memory,100,20,without_replacement,116,0.0,0.0
working_memory,100,20,without_replacement,117,4.5e-05,4.636360002831751e-05
working_memory,100,20,without_replacement,118,0.0,0.0
working_memory,100,20,without_replacement,119,0.0,0.0
working_memory,100,20,without_replacement,120,1.7e-05,1.1426020256090491e-05
working_memory,100,20,without_replacement,121,0.0,0.0
working_memory,100,20,without_replacement,122,0.0,0.0
working_memory,100,20,without_replacement,123,6e-06,2.432890802766307e-06
working_memory,100,20,without_replacement,124,0.0,0.0
working_memory,100,20,without_replacement,125,0.0,0.0
working_memory,100,20,without_replacement,126,0.0,0.0
working_memory,100,20,without_replacement,127,1e-06,3.9800037569198105e-07
working_memory,100,20,without_replacement,128,0.0,0.0
working_memory,100,20,without_replacement,129,0.0,0.0
working_memory,100,20,without_replacement,130,0.0,0.0
working_memory,100,20,without_replacement,131,0.0,0.0
working_memory,100,20,without_replacement,132,0.0,0.0
working_memory,100,20,without_replacement,133,0.0,0.0
working_memory,100,20,without_replacement,134,0.0,0.0
working_memory,100,20,without_replacement,135,0.0,0.0
working_memory,100,20,without_replacement,136,0.0,0.0
working_memory,100,20,without_replacement,137,0.0,0.0
working_memory,100,20,without_replacement,138,0.0,0.0
working_memory,100,20,without_replacement,139,0.0,0.0
working_memory,100,20,without_replacement,140,0.0,0.0
working_memory,100,20,without_replacement,141,0.0,0.0
working_memory,100,20,without_replacement,142,0.0,0.0
working_memory,100,20,without_replacement,143,0.0,0.0
working_memory,100,20,without_replacement,144,0.0,0.0
working_memory,100,20,without_replacement,145,0.0,0.0
working_memory,100,20,without_replacement,146,0.0,0.0
working_memory,100,20,without_replacement,147,0.0,0.0
working_memory,100,20,without_replacement,148,0.0,0.0
working_memory,100,20,without_replacement,149,0.0,0.0
working_memory,100,20,without_replacement,150,0.0,0.0
working_memory,100,20,without_replacement,151,0.0,0.0
working_memory,100,20,without_replacement,152,0.0,0.0
working_memory,100,20,without_replacement,153,0.0,0.0
working_memory,100,20,without_replacement,154,0.0,0.0
working_memory,100,20,without_replacement,155,0.0,0.0
working_memory,100,20,without_replacement,156,0.0,0.0
working_memory,100,20,without_replacement,157,0.0,0.0
working_memory,100,20,without_replacement,158,0.0,0.0
working_memory,100,20,without_replacement,159,0.0,0.0
working_memory,100,20,without_replacement,160,0.0,0.0
working_memory,100,25,with_replacement,40,0.0,0.0
working_memory,100,25,with_replacement,41,0.0,0.0
working_memory,100,25,with_replacement,42,0.0,0.0
working_memory,100,25,with_replacement,43,0.0,0.0
working_memory,100,25,with_replacement,44,0.0,0.0
working_memory,100,25,with_replacement,45,0.0,0.0
working_memory,100,25,with_replacement,46,0.0,0.0
working_memory,100,25,with_replacement,47,0.0,0.0
working_memory,100,25,with_replacement,48,0.0,0.0
working_memory,100,25,with_replacement,49,0.0,0.0
working_memory,100,25,with_replacement,50,0.0,0.0
working_memory,100,25,with_replacement,51,0.0,0.0
working_memory,100,25,with_replacement,52,0.0,0.0
working_memory,100,25,with_replacement,53,0.0,0.0
working_memory,100,25,with_replacement,54,0.0,0.0
working_memory,100,25,with_replacement,55,0.0,0.0
working_memory,100,25,with_replacement,56,0.0,0.0
working_memory,100,25,with_replacement,57,0.0,0.0
working_memory,100,25,with_replacement,58,0.0,0.0
working_memory,100,25,with_replacement,59,0.0,0.0
working_memory,100,25,with_replacement,60,0.0,0.0
working_memory,100,25,with_replacement,61,0.0,0.0
working_memory,100,25,with_replacement,62,0.0,0.0
working_memory,100,25,with_replacement,63,0.0,0.0
working_memory,100,25,with_replacement,64,0.0,0.0
working_memory,100,25,with_replacement,65,0.0,0.0
working_memory,100,25,with_replacement,66,0.0,0.0
working_memory,100,25,with_replacement,67,0.0,4.877376634502234e-10
working_memory,100,25,with_replacement,68,0.0,0.0
working_memory,100,25,with_replacement,69,0.0,0.0
working_memory,100,25,with_replacement,70,0.0,0.0
working_memory,100,25,with_replacement,71,0.0,0.0
working_memory,100,25,with_replacement,72,0.0,3.3864081448209783e-09
working_memory,100,25,with_replacement,73,0.0,0.0
working_memory,100,25,with_replacement,74,0.0,0.0
working_memory,100,25,with_replacement,75,0.0,1.6237967907645052e-08
